id,disasterNumber,damagedStateAbbreviation,damagedZipCode,ownRent,residenceType,grossIncome,specialNeeds,tsaEligible,repairAssistanceEligible,replacementAssistanceEligible,personalPropertyEligible,ppfvl,censusBlockId,censusYear,tract_geoid
652fe569-1ced-4fc3-8fc3-a8f6188f4e49,4337,FL,32805,Owner,Other,45000.0,False,False,False,False,False,,120950146051000,2010.0,12095014605
a03eb9fc-755f-4c49-b297-b0258c8e1caf,4337,FL,33324,Owner,Townhouse,53000.0,False,True,False,False,False,,120110606071007,2010.0,12011060607
14135d95-afd7-473f-ba95-5232ba189576,4611,LA,70056,Owner,House/Duplex,100000.0,False,False,False,False,False,,220510250022005,2020.0,22051025002
7121734f-963d-4e88-807f-42272f4dfa17,4332,TX,77630,Renter,Other,35000.0,False,True,False,False,False,,483610207001017,2010.0,48361020700
a4d43302-0e63-474f-9d65-269922a28e75,4399,FL,32351,Owner,House/Duplex,8064.0,False,False,True,False,False,0.0,120390204001031,2010.0,12039020400
4f0321b1-8978-4b53-8e8b-62f9cf4a5e5d,4586,TX,77076,Renter,Apartment,9528.0,True,False,False,False,False,,482012214003013,2020.0,48201221400
8a9b5cb4-dfa9-4c83-b0f9-6f8d29e2cace,4611,LA,70814,Owner,House/Duplex,45000.0,False,False,False,False,False,,220330035071016,2020.0,22033003507
c4d2dcf1-a052-4e85-9f96-8f312b950ce8,4337,FL,33411,Renter,House/Duplex,22000.0,False,False,False,False,False,,120990078391001,2010.0,12099007839
61b4abae-a3df-4423-9b36-f9fc242d2c4d,4337,FL,32068,Owner,House/Duplex,,False,True,False,False,False,,120190309021006,2010.0,12019030902
e0744be5-7beb-4734-958e-82ba0688e63f,4611,LA,70706,Owner,House/Duplex,,False,False,False,False,False,,220630403081000,2020.0,22063040308
7e0a7e83-b5cb-40e8-ba87-a2ce5d78d428,4611,LA,70445,Owner,House/Duplex,45000.0,False,False,False,False,False,,221030412131001,2020.0,22103041213
8d2b4537-2cf0-4ead-b9ef-dbb3835af153,4337,FL,34474,Renter,Apartment,36000.0,False,False,False,False,False,,120830016002013,2010.0,12083001600
9901c5d7-5345-4e2c-bcf0-dfc837871f6e,4337,FL,33974,Renter,House/Duplex,75000.0,False,False,False,False,False,,120710403042023,2010.0,12071040304
ff0083a7-2a6e-4f84-8e7e-ba8d8b36508f,4337,FL,32822,Renter,House/Duplex,9800.0,False,False,False,False,False,0.0,120950167151008,2010.0,12095016715
2f4fa0f0-10e0-4b1f-9760-c3821ab14342,4559,LA,70605,Owner,House/Duplex,110000.0,False,False,False,False,False,,220190019073001,2020.0,22019001907
cce8fb75-c104-4e0c-8959-fd60e60d0f28,4611,LA,70119,Renter,House/Duplex,12000.0,False,False,False,False,False,0.0,220710054001025,2020.0,22071005400
fc3cdf41-97cf-4149-9dbc-53fd6d89dcd4,4337,FL,32824,Owner,House/Duplex,32000.0,False,False,False,False,False,,120950168071044,2010.0,12095016807
51a389d6-78f3-4598-a706-19fbf85b7d35,4337,FL,33325,Renter,Townhouse,115000.0,False,False,False,False,False,,120110601221010,2010.0,12011060122
c347268e-3044-41e2-97f1-c605187f69a6,4586,TX,77016,Owner,House/Duplex,33000.0,False,False,True,False,False,783.47,482012319003004,2020.0,48201231900
b3affc97-782f-45e3-9e35-ce7569d908d2,4337,FL,32725,Owner,House/Duplex,40000.0,False,False,False,False,False,,121270910184016,2010.0,12127091018
667e8962-b8a9-45d1-9355-7bc8511a59e8,4337,FL,33165,Renter,House/Duplex,750000.0,False,True,False,False,False,0.0,120860086013020,2010.0,12086008601
3431950d-3440-4ea1-b755-822bcb0a1463,4337,FL,33015,Renter,Apartment,30000.0,False,False,False,False,False,,120860120004006,2010.0,12086012000
6d6042c4-ff7a-4557-bdad-072306ac7d34,4332,TX,77060,Renter,Apartment,32000.0,False,False,False,False,False,420.28,482012226002026,2010.0,48201222600
c2f56615-d053-481a-9c09-5959e8d05cd7,4337,FL,33147,Renter,House/Duplex,16800.0,False,True,False,False,False,,120860010024007,2010.0,12086001002
d9e942b0-82bb-4c3c-a038-066bfa3d96a7,4337,FL,33189,Renter,Apartment,32000.0,False,False,False,False,False,0.0,120860106093005,2010.0,12086010609
7fd4c82f-97b2-4bb0-b9e7-195ace1bfd67,4559,LA,70607,Owner,Mobile Home,9000.0,False,False,False,False,False,,220239701011070,2020.0,22023970101
e06a54f3-54b7-4c4e-8d69-4b526cd8c873,4611,LA,70037,Owner,Mobile Home,102365.0,False,False,False,False,False,0.0,220750502011006,2020.0,22075050201
ef7419de-9862-45fc-b087-df9bd3f2a31d,4332,TX,77901,Renter,Apartment,13000.0,False,True,False,False,False,,484690002012035,2010.0,48469000201
cf69683a-6d2e-4a73-b16d-8ff122c88407,4337,FL,33018,Renter,House/Duplex,48000.0,False,True,False,False,False,,120860126002003,2010.0,12086012600
b5f4bc7c-3e84-477f-b164-209f6dbb5527,4337,FL,33771,Owner,House/Duplex,,False,True,False,False,False,,121030254161023,2010.0,12103025416
c0034d8c-6c17-4101-90e8-1ba388b529af,4337,FL,33917,Owner,Travel Trailer,9060.0,False,False,False,False,False,0.0,120710202021002,2010.0,12071020202
75494a5f-56e1-422b-b392-082322ff7472,4337,FL,33908,Owner,House/Duplex,144000.0,False,False,False,False,False,,120710501061009,2010.0,12071050106
d9a96e1d-5c4f-410f-83be-ab0fe0a44214,4337,FL,33905,Renter,Apartment,65000.0,False,False,False,False,False,,120710401101001,2010.0,12071040110
742c1df7-400a-41a3-9940-257c347f082a,4611,LA,70006,Owner,House/Duplex,50000.0,False,False,False,False,False,,220510301001003,2020.0,22051030100
16e247bb-65ea-4e67-be1e-ffcb76005748,4611,LA,70094,Renter,House/Duplex,,False,False,False,False,False,0.0,220510275022018,2020.0,22051027502
ec763deb-0b41-4d3f-9d51-157967a18243,4337,FL,34698,Renter,House/Duplex,,False,False,False,False,False,,121030269042005,2010.0,12103026904
90d8ee99-9bd1-4b41-b7e0-444e527358b5,4337,FL,33068,Renter,Apartment,,False,False,False,False,False,,120110204043000,2010.0,12011020404
4ab862c8-c38d-4a7c-adef-ac78ad427c48,4337,FL,33311,Renter,House/Duplex,,False,False,False,False,False,,120110411002001,2010.0,12011041100
485ce831-5acc-45c8-8a9a-4fdd6411429c,4337,FL,34691,Owner,House/Duplex,,False,False,False,False,False,,121010304111015,2010.0,12101030411
3298dc70-a44a-45f2-ad77-614ffc619ba6,4337,FL,33323,Renter,House/Duplex,15000.0,False,False,False,False,False,0.0,120110601182013,2010.0,12011060118
135357d1-6ca8-4ecb-b9a9-f5496e7a3174,4337,FL,33063,Renter,Apartment,25000.0,False,True,False,False,False,,120110201011000,2010.0,12011020101
c0e359c4-dbfd-4c95-b407-783a45ef4aae,4337,FL,33442,Owner,Condo,85000.0,False,True,False,False,False,,120110104061001,2010.0,12011010406
12e21539-d45a-4114-a1e7-92d4eb2d1153,4337,FL,34610,Renter,Apartment,11100.0,False,False,False,False,False,0.0,121010318061009,2010.0,12101031806
abd9abfa-2f23-4423-b726-9a578b8a69c3,4332,TX,77045,Owner,House/Duplex,25000.0,False,True,False,False,False,0.0,482013341004000,2010.0,48201334100
c5cac98f-b080-4bc6-a172-8bae1996b2fc,4332,TX,77551,Renter,House/Duplex,16472.0,False,True,False,False,False,0.0,481677253001000,2010.0,48167725300
08aa9c48-4d2f-47ed-85a5-192b68045af3,4337,FL,33066,Owner,House/Duplex,,False,False,False,False,False,0.0,120110307042022,2010.0,12011030704
64916b7c-a8e1-4273-9ef5-d5bd0710323b,4337,FL,34761,Owner,House/Duplex,65000.0,False,False,False,False,False,,120950150041016,2010.0,12095015004
087febbe-d1ce-4cd4-b292-a9458ab1d271,4337,FL,33187,Renter,House/Duplex,12000.0,False,False,False,False,True,341.7,120860115003153,2010.0,12086011500
c3950e6b-970e-4100-9846-bbb418436940,4337,FL,32119,Owner,House/Duplex,52000.0,False,False,False,False,False,,121270824061015,2010.0,12127082406
fb3c15be-86b5-4b0e-8165-80bb1375f15c,4586,TX,75093,Owner,House/Duplex,65000.0,False,False,False,False,False,0.0,480850316493019,2020.0,48085031649
1c31052d-d0a6-4279-8d80-74201a6d4323,4611,LA,70301,Renter,Apartment,11280.0,False,False,False,False,False,,220570207022015,2020.0,22057020702
e7a06228-6102-4216-b536-91c248e8c364,4611,LA,70087,Renter,House/Duplex,38000.0,False,True,False,False,False,0.0,220890621001018,2020.0,22089062100
76c38617-dc3e-4496-943c-6a9cfc3c4db5,4332,TX,77488,Owner,Mobile Home,28000.0,False,True,False,False,False,0.0,484817403002099,2010.0,48481740300
4b068cbd-93c4-4601-8ae9-86f0d9d0e329,4332,TX,77546,Owner,House/Duplex,,False,False,False,False,False,1530.48,481677203023005,2010.0,48167720302
1f368a97-4545-48f4-b091-7cb7fe974198,4337,FL,33436,Renter,Apartment,19084.0,False,True,False,False,False,,120990060072007,2010.0,12099006007
d6354ca0-e3f6-4979-826c-4fdbe3e4558b,4337,FL,33132,Renter,Apartment,,False,False,False,False,False,,120860037071011,2010.0,12086003707
5261ac26-164d-461c-88a0-f3e01b0ee283,4332,TX,77061,Renter,Other,,False,True,False,False,False,,482013332011007,2010.0,48201333201
88ae0af1-1a5e-408e-a8c8-43629640a9f6,4337,FL,32058,Owner,House/Duplex,21060.0,False,True,False,False,False,,120070004003019,2010.0,12007000400
e25812f8-4e8b-4cba-87b0-e3c923ab8409,4337,FL,32808,Renter,Apartment,18000.0,False,False,False,False,False,0.0,120950121001000,2010.0,12095012100
cbaa2038-eac1-4bbf-95d7-3447f9767149,4337,FL,33004,Owner,House/Duplex,,False,False,False,False,False,,120110802001130,2010.0,12011080200
c45e2e18-af1a-45fd-bbe2-1215db2bb8b3,4337,FL,33071,Renter,Apartment,,False,True,False,False,False,,120110203182015,2010.0,12011020318
316a4900-5881-474a-83d5-54d5207bc995,4586,TX,78541,Renter,Apartment,60000.0,False,False,False,False,False,,482150240011012,2020.0,48215024001
6326b437-e0de-4562-81c5-bf532a4d6732,4611,LA,70454,Owner,House/Duplex,40000.0,False,False,False,False,True,887.94,221059545041032,2020.0,22105954504
535ac8fb-244d-4a9d-a08d-6e288697515f,4332,TX,77380,Owner,House/Duplex,33600.0,False,False,False,False,True,524.99,483396914001009,2010.0,48339691400
a06fe4c1-9aab-4105-b38b-264866699a3f,4611,LA,70122,Renter,House/Duplex,18000.0,False,False,False,False,False,0.0,220710033081005,2020.0,22071003308
c1657d17-3990-4de7-aa1a-4d0b32948e87,4611,LA,70820,Renter,House/Duplex,,False,False,False,False,False,,220330040311024,2020.0,22033004031
6dc0dec3-75eb-43d8-9daa-37e55e42c411,4332,TX,77089,Owner,House/Duplex,60000.0,True,True,False,False,False,0.0,482013501002056,2010.0,48201350100
42731533-dd43-4d00-a60a-93aa1ad91761,4332,TX,77345,Owner,House/Duplex,80000.0,False,True,True,False,False,11888.42,482012515011011,2010.0,48201251501
b453772e-fba0-4a1c-bb6d-54a1239e79a5,4337,FL,33133,Owner,House/Duplex,8600.0,False,True,False,False,False,,120860073003006,2010.0,12086007300
9e79b202-cfea-4835-8224-c40a89120440,4337,FL,34105,Owner,House/Duplex,175000.0,False,True,False,False,False,,120210104181027,2010.0,12021010418
eaf6fe5e-958a-4f4f-b8d1-2bec434e9890,4337,FL,33013,Renter,House/Duplex,21360.0,False,True,False,False,False,,120860008061009,2010.0,12086000806
128a11e4-bdc9-4212-8384-62be9e6f330a,4337,FL,33825,Owner,House/Duplex,29664.0,False,True,False,False,False,0.0,120559604004049,2010.0,12055960400
0447f858-b2b3-4341-a9e6-1e79f5eefcdb,4337,FL,33972,Owner,House/Duplex,,False,False,True,False,False,341.7,120710402035035,2010.0,12071040203
efc48762-5e76-4724-801a-3c220ec8d6b7,4559,LA,70663,Owner,House/Duplex,101000.0,False,False,False,False,False,184.99,220190028004007,2020.0,22019002800
bc4ee7cb-660c-4ee0-94e6-954c7cddee4b,4611,LA,70454,Owner,House/Duplex,13587.0,False,False,False,False,True,770.02,221059545052001,2020.0,22105954505
4559c2f9-8ad0-4d8b-8460-36f8e59feac0,4337,FL,34134,Renter,House/Duplex,33000.0,False,False,False,False,False,0.0,120710506011002,2010.0,12071050601
d770b9d2-cfc0-4500-a6c8-d6728cb6c2e2,4337,FL,33020,Renter,Apartment,,False,False,False,False,False,,120110918012000,2010.0,12011091801
2aa2c9d6-2752-4935-a790-808277b74d05,4337,FL,33321,Owner,Condo,19000.0,False,True,False,False,False,,120110601123000,2010.0,12011060112
d93d8776-3dc8-4cff-9b57-93544a347557,4337,FL,33185,Owner,Other,77000.0,False,False,False,False,False,,120860164002012,2010.0,12086016400
e1f64d19-9c6d-4999-97a5-4d665cc76c2b,4337,FL,33470,Owner,House/Duplex,50000.0,False,True,False,False,False,,120990079081207,2010.0,12099007908
c63e26c3-8d08-4fa3-bd54-6611fe312168,4337,FL,33054,Owner,House/Duplex,32000.0,False,False,False,False,False,,120860005013005,2010.0,12086000501
6c0994ba-05b7-423b-a729-920ec984c8c4,4337,FL,34112,Owner,Condo,,False,False,False,False,False,,120210107014000,2010.0,12021010701
ee4497ba-c1c3-4957-9b96-1f8f3944368d,4399,FL,32448,Owner,House/Duplex,27000.0,False,False,True,False,False,3462.78,120632106005021,2010.0,12063210600
d9e1fd53-a532-42ed-b70b-30fd71514a8f,4559,LA,70605,Renter,Apartment,15800.0,False,False,False,False,False,0.0,220190019052004,2020.0,22019001905
27ce50a5-4218-4772-a3ae-56de17da4c61,4611,LA,70092,Owner,House/Duplex,10000.0,False,True,False,False,False,300.0,220870301032003,2020.0,22087030103
7f5d4289-3bf7-4309-b623-e48e86aa0f84,4586,TX,77449,Renter,House/Duplex,33000.0,False,False,False,False,False,,482015423021011,2020.0,48201542302
f50de3eb-1061-4d4b-b2dd-773abb6285a6,4337,FL,33069,Renter,Apartment,17679.0,False,False,False,False,False,,,,
0d707316-1752-469d-9c02-f87eb61ca2fb,4337,FL,33180,Owner,House/Duplex,,False,False,False,False,False,,120860097042015,2010.0,12086009704
a78dcd57-bb31-4ed8-b7da-d917fc8af700,4586,TX,77057,Owner,House/Duplex,75000.0,False,False,False,False,False,0.0,482014315042006,2020.0,48201431504
bb742399-4efe-4107-9d25-b0d8fd8f5ba8,4611,LA,70052,Owner,House/Duplex,40000.0,False,False,True,False,False,1702.02,220930401002052,2020.0,22093040100
ce15908f-7a53-4807-9faf-03d8f8a4f081,4611,LA,70812,Owner,House/Duplex,43000.0,False,False,False,False,False,,220330035043005,2020.0,22033003504
d34f5229-ca31-4183-96ad-883507206383,4332,TX,77483,Owner,House/Duplex,86000.0,False,False,False,False,False,,483217305011106,2010.0,48321730501
1af8ae75-77d0-46ba-b2b5-2671568e738d,4332,TX,77581,Owner,House/Duplex,,False,True,True,False,False,1404.67,480396605001012,2010.0,48039660500
e1dc6f1e-6da7-4aeb-93f8-63b9b7096f0e,4337,FL,34142,Renter,House/Duplex,9000.0,False,False,False,False,False,0.0,120210113022000,2010.0,12021011302
d3c538a4-53e5-405e-8ed7-dcfe8a6711f5,4337,FL,33012,Owner,House/Duplex,15000.0,False,False,False,False,False,,120860007063006,2010.0,12086000706
2ce508e1-b591-4816-a688-39131548ac87,4332,TX,78411,Owner,House/Duplex,,False,False,False,False,False,0.0,483550024005001,2010.0,48355002400
fcfb7ee6-473c-4215-9c69-7b29ef674ebd,4337,FL,32619,Owner,Mobile Home,,False,False,False,False,False,,120419501004132,2010.0,12041950100
cf65e44f-e343-44cb-89a3-2d0254971d3d,4337,FL,34112,Renter,Condo,,True,False,False,False,False,,120210106043006,2010.0,12021010604
d3054939-7dc8-42b1-a03a-19288fe61aba,4399,FL,32405,Renter,Apartment,25000.0,False,True,False,False,False,0.0,120050015022056,2010.0,12005001502
c320968c-3e03-4b1c-b015-0ab9e09fef2b,4611,LA,70121,Owner,House/Duplex,67000.0,False,False,False,False,False,,220510247002011,2020.0,22051024700
084410f9-9a76-4746-8f7e-bb6510cffb60,4611,LA,70112,Renter,Apartment,,False,False,False,False,False,,220710134001006,2020.0,22071013400
998c55ad-58b4-47d2-a359-b17ea39d239a,4337,FL,33174,Owner,Condo,,False,False,False,False,False,,120860090061016,2010.0,12086009006
cffd3313-fcf2-4f3b-b0fb-61df73e6675e,4337,FL,34231,Owner,House/Duplex,,False,True,False,False,False,0.0,121150020051042,2010.0,12115002005
02c5247c-270a-4014-b753-443eee009f8f,4586,TX,75181,Renter,House/Duplex,9845.0,True,False,False,False,False,689.32,481130173131020,2020.0,48113017313
cc554ad5-10af-451e-b34d-d92155aba70d,4611,LA,70115,Owner,House/Duplex,,False,True,False,False,False,,220710096001005,2020.0,22071009600
17c20edf-562b-4604-bc70-a734e9910846,4337,FL,33594,Renter,House/Duplex,18000.0,False,False,False,False,False,,120570122092008,2010.0,12057012209
50cf08b6-d71b-4d6f-9d77-f3309c766d15,4337,FL,33014,Renter,Apartment,27040.0,False,True,False,False,False,,120860093051025,2010.0,12086009305
3967c35d-0c8f-4f6f-a21e-4426b4986ab6,4337,FL,33637,Renter,House/Duplex,8000.0,False,True,False,False,False,0.0,120570104012008,2010.0,12057010401
545f01bd-ed03-4453-a8e7-744395a659b8,4337,FL,33186,Owner,House/Duplex,120000.0,False,False,False,False,False,,120860084104001,2010.0,12086008410
cad02e96-7012-43e8-9b08-f5280c9e080a,4337,FL,32720,Renter,House/Duplex,45000.0,False,True,False,False,False,,121270906004029,2010.0,12127090600
675de73d-e41f-4e3e-a04e-60ffc480e15c,4337,FL,33460,Renter,Other,32428.0,False,True,False,False,False,,120990052043009,2010.0,12099005204
a57e7350-1365-40df-94fd-01a0f1ef2b0a,4611,LA,70363,Renter,Apartment,7800.0,False,True,False,False,True,2326.63,221090007022005,2020.0,22109000702
e0cdfd6d-8885-4d04-9c69-4191bb6c3c50,4337,FL,33023,Owner,House/Duplex,47300.0,False,False,False,False,False,,120111105011004,2010.0,12011110501
6b2acf2a-8d68-4ded-adbb-54d44087b291,4332,TX,77706,Renter,House/Duplex,40000.0,False,True,False,False,False,,482450003102002,2010.0,48245000310
898c1bcb-fd8c-4936-8a4c-8a973f41a82d,4337,FL,32065,Renter,House/Duplex,41230.0,True,False,False,False,False,,120190302011058,2010.0,12019030201
28dc467a-241d-4ce5-801f-854f12689834,4337,FL,34116,Renter,Apartment,,False,False,False,False,False,,120210104201000,2010.0,12021010420
63d1e5cb-1452-40fb-aee6-88e45c52dd70,4337,FL,33141,Renter,Apartment,,False,False,False,False,False,,120860039182003,2010.0,12086003918
908356d6-442e-4c87-af49-1978f058197b,4337,FL,33196,Renter,Apartment,9000.0,False,False,False,False,False,,120860185001001,2010.0,12086018500
78cfcfe6-cb64-43ff-85ba-e6d46cba924e,4559,LA,71459,Renter,Military Housing,79000.0,False,False,False,False,False,,221159507042003,2020.0,22115950704
4a682333-18c1-4e09-b45c-9e668f9d6663,4559,LA,70665,Owner,House/Duplex,0.0,False,False,False,False,False,,220190034003001,2020.0,22019003400
69cf329a-2f56-4ec2-87fe-c03f37d07cf0,4611,LA,70458,Owner,House/Duplex,16000.0,False,False,False,False,False,,221030408013008,2020.0,22103040801
84d4e1ea-6668-4e9c-8762-dfba007395be,4611,LA,70094,Owner,House/Duplex,20346.0,False,False,False,False,False,,220510276021015,2020.0,22051027602
4ea29892-d092-461f-bf85-2646b0e0cc06,4611,LA,70056,Renter,House/Duplex,20800.0,False,False,False,False,False,800.0,220510250023010,2020.0,22051025002
4e76d555-7726-4024-bec4-40f3b58d3717,4337,FL,33068,Owner,House/Duplex,31500.0,False,False,False,False,False,0.0,120110204052024,2010.0,12011020405
7e63108d-541f-4ff7-943b-0a69a839045f,4337,FL,32935,Owner,House/Duplex,48880.0,False,False,False,False,False,,120090642012011,2010.0,12009064201
347fba01-6292-4cb3-9952-9e29be8f04c1,4337,FL,33313,Renter,House/Duplex,21600.0,False,False,False,False,False,0.0,120110602033005,2010.0,12011060203
1265b9cf-fbed-4722-bb8b-473f03860321,4332,TX,77090,Owner,House/Duplex,1500.0,False,False,False,False,False,0.0,482015531003005,2010.0,48201553100
b1b7e208-6428-42c9-89ed-d78d2a875fde,4337,FL,33179,Renter,House/Duplex,26000.0,False,False,False,False,False,0.0,120860098033016,2010.0,12086009803
e5115d40-e462-48af-8a13-b2c583c6da63,4332,TX,77060,Owner,House/Duplex,48000.0,False,False,False,False,False,2510.56,482012224021005,2010.0,48201222402
e2d682df-34d7-4015-8628-9f6b39e2d11f,4337,FL,33967,Renter,House/Duplex,15321.0,False,False,False,False,False,0.0,120710502082036,2010.0,12071050208
132554cf-546c-460e-886a-6abd0ae78e70,4559,LA,71203,Owner,House/Duplex,,False,False,False,False,False,,220730102024057,2020.0,22073010202
9bed4b06-89b8-4270-bd97-3ffd7cb4e577,4611,LA,70056,Owner,House/Duplex,27000.0,False,False,False,False,False,0.0,220510250023010,2020.0,22051025002
91cb995e-36e7-4544-84aa-d9051557f27a,4332,TX,77550,Renter,Apartment,,False,False,False,False,False,0.0,481677244001045,2010.0,48167724400
a213c094-ff8b-4e3f-8093-91280ecc30dd,4337,FL,32608,Renter,House/Duplex,40000.0,False,False,False,False,False,,120011108001032,2010.0,12001110800
3b80e7c8-1ec0-4d6e-a48c-6dd53f94f308,4337,FL,33317,Owner,House/Duplex,20250.0,False,False,False,False,False,,120110608021009,2010.0,12011060802
7d732e66-5365-4d57-ba26-0915422d3841,4337,FL,33407,Renter,Apartment,16000.0,False,False,False,False,False,,120990014021010,2010.0,12099001402
5d6cc368-99b6-4113-99fa-1559b6ef6cad,4559,LA,70053,Renter,House/Duplex,33000.0,False,False,False,False,False,,220510256001039,2020.0,22051025600
56dd62cc-ac0b-4ce9-a8cf-fc7e4567bf9a,4586,TX,77038,Renter,House/Duplex,17000.0,False,False,False,False,False,,482015336002000,2020.0,48201533600
14f59b71-11fe-4129-bca8-effc783f7a37,4586,TX,75204,Renter,Apartment,20000.0,False,False,False,False,False,,481130016011024,2020.0,48113001601
c18a16e3-c772-4b8b-bbfa-b7150dbb7730,4611,LA,70403,Renter,Apartment,12000.0,False,False,False,False,False,,221059545061001,2020.0,22105954506
a383c66c-d455-4f24-b93e-79b06558e868,4611,LA,70764,Renter,House/Duplex,3500.0,False,False,False,False,False,0.0,220479529011012,2020.0,22047952901
3d1ad8be-79fe-4784-8753-f47130a86c8a,4332,TX,77078,Renter,House/Duplex,5880.0,False,False,False,False,True,3306.58,482012311001000,2010.0,48201231100
6b3f6a12-2982-4f36-8d9e-d5b1a1450b49,4337,FL,32754,Owner,House/Duplex,46000.0,False,True,False,False,False,0.0,120090603001000,2010.0,12009060300
6408bea0-4a08-476b-9814-5e6dd163e0ac,4337,FL,33062,Owner,Townhouse,,False,False,False,False,False,,120110110001001,2010.0,12011011000
e1e949e7-645c-4c38-b079-11c4ae32e672,4337,FL,34667,Renter,Apartment,,False,False,False,False,False,,121010301023019,2010.0,12101030102
b58bd2c0-7fc3-45d0-8643-341a35a3770f,4337,FL,32024,Owner,House/Duplex,72000.0,False,True,False,False,False,,120231106011002,2010.0,12023110601
d6d5fe09-2636-4952-bf32-fe24dc3e5a1b,4337,FL,33141,Renter,Apartment,47000.0,False,True,False,False,False,,120860039154002,2010.0,12086003915
155ac306-3c40-4232-b805-deeae556abbe,4337,FL,32208,Renter,House/Duplex,11000.0,False,False,False,False,False,,120310111002019,2010.0,12031011100
0416a7f5-93bf-4597-b7bc-5a4477dfe916,4337,FL,33545,Owner,House/Duplex,59000.0,False,True,False,False,False,0.0,121010321041002,2010.0,12101032104
a5e734ac-a7c7-40f6-bb96-f1c5fd99e4f2,4611,LA,70094,Owner,House/Duplex,9850.0,False,False,False,False,False,,220510272002005,2020.0,22051027200
d4103d2b-7f8f-4b4a-a2f7-7ce102c0a223,4332,TX,78413,Renter,Apartment,18000.0,True,False,False,False,False,0.0,483550054081009,2010.0,48355005408
40b57829-ad1f-4780-8654-da505ef94c68,4332,TX,77520,Owner,House/Duplex,,False,True,False,False,False,,482012544002032,2010.0,48201254400
eb443ac4-84c7-40ae-a0e6-dc2442c5dcaf,4337,FL,33177,Renter,House/Duplex,,False,False,False,False,True,341.7,120860102091033,2010.0,12086010209
b831ea61-a0f4-477c-8387-d562c03edea4,4559,LA,70611,Renter,House/Duplex,22000.0,True,False,False,False,False,0.0,220190022043020,2020.0,22019002204
14c66610-4968-4955-8b21-845f34ef31b6,4611,LA,70461,Owner,House/Duplex,,False,True,False,False,False,0.0,221030407091011,2020.0,22103040709
fafc925d-f012-4e99-bc92-784ab8d3e3c8,4332,TX,77351,Renter,Other,2100.0,False,True,False,False,False,,483732105001003,2010.0,48373210500
891b3797-ea68-4e81-b9c1-e113fa3dce4d,4337,FL,33712,Owner,House/Duplex,9700.0,False,False,False,False,False,0.0,121030202013021,2010.0,12103020201
595be153-1de0-4e64-bce2-0dd5bbf5029d,4337,FL,33860,Owner,Mobile Home,2400.0,False,False,True,False,False,0.0,121050149023001,2010.0,12105014902
6e9141e7-7b9f-4e2a-ae18-c4a32d173a3d,4337,FL,34117,Owner,House/Duplex,53000.0,False,False,False,False,False,,120210104141000,2010.0,12021010414
126082b4-ea3e-42e9-9a6a-d92e9c9b0193,4332,TX,77080,Owner,House/Duplex,,False,True,False,False,False,,482015220003001,2010.0,48201522000
06c37ac1-c13d-43fd-ade1-b235c415d7e2,4332,TX,77083,Renter,Apartment,38000.0,False,False,False,False,False,,482014539001013,2010.0,48201453900
210e4ba8-207b-49cd-9ca7-45eb37c069fc,4332,TX,75956,Owner,House/Duplex,13224.0,False,False,True,False,True,109.5,482419505003059,2010.0,48241950500
c2b04a26-28e9-4cf9-b6ff-3cee503484bf,4332,TX,78382,Owner,House/Duplex,0.0,False,True,True,False,False,1323.23,480079505004048,2010.0,48007950500
8df2d198-e51b-4925-9186-c9f8a054f51d,4337,FL,34473,Renter,House/Duplex,8800.0,False,False,False,False,False,,120830010043028,2010.0,12083001004
c4e4e032-684b-4cd9-98bf-3c8553ff7c84,4337,FL,33178,Owner,Condo,36000.0,False,False,False,False,False,,120860090381049,2010.0,12086009038
8b014640-5706-47f1-8a5e-9a62f63d0e06,4586,TX,77340,Renter,Mobile Home,42000.0,False,False,False,False,False,,484717902001000,2020.0,48471790200
573b8da0-ceaf-4514-a86c-01ceec53ba8c,4611,LA,70043,Owner,House/Duplex,101000.0,False,False,False,False,False,,220870306023026,2020.0,22087030602
4013ad15-8409-43ec-9570-48b625291343,4332,TX,77090,Renter,Apartment,32000.0,False,True,False,False,False,,482015532003003,2010.0,48201553200
6a4a8c97-1ba7-4c5e-92b9-78ee7103f658,4337,FL,33403,Renter,House/Duplex,22880.0,False,True,False,False,False,0.0,120990011012002,2010.0,12099001101
b4c0ceef-707e-4810-b655-617037aa2a99,4559,LA,70665,Owner,Mobile Home,34212.0,False,False,False,False,False,0.0,220190034002030,2020.0,22019003400
1455634c-7e82-4c64-9ac0-01bf8b054ede,4559,LA,70663,Owner,House/Duplex,98000.0,False,False,False,False,False,,220190031012012,2020.0,22019003101
c0ec0e4d-e41b-43ce-9af6-bf970d85c58d,4586,TX,77640,Owner,House/Duplex,35000.0,False,False,False,False,False,,482450069001142,2020.0,48245006900
7f181785-633b-4110-95d0-7da61181f879,4586,TX,77407,Owner,House/Duplex,70000.0,False,False,False,False,False,,481576729031011,2020.0,48157672903
23a35869-dd7e-4e3b-8f85-e36abb307a52,4332,TX,77021,Owner,House/Duplex,41000.0,False,False,False,False,False,0.0,482013137002041,2010.0,48201313700
e26702ba-622e-421c-b065-da009d5d6035,4559,LA,70601,Owner,House/Duplex,,False,False,False,False,False,,220190007003022,2020.0,22019000700
078fd3ed-8e39-4137-85c5-3c76ee066087,4586,TX,76106,Renter,Apartment,,False,False,False,False,False,,484391005052020,2020.0,48439100505
